can,use,time,shoe,detail,full,quality,jog,buy,amaze,comfortable,purchase,bit,god,love,phone,totally,happy,not,best,great,expensive,work,believe,fast,fit,arrive,good,hz,perfectly,honest,packaging,display,charge,short,nicely,awesome,battery,product,laptop,excellent,delivery,life,amazing,fine,wow,expect,worth,check,ever,oh,much,cable
2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.466337068793427,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,0.6190392084062235,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,1.8718021769015913,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367
